,app_id,type,name,release_date,free_to_play,developer_1,developer_2,developer_3,publisher_1,publisher_2,publisher_3,genre_Action,genre_Adventure,genre_Animation & Modeling,genre_Audio Production,genre_Casual,genre_Design & Illustration,genre_Early Access,genre_Education,genre_Free to Play,genre_Gore,genre_Indie,genre_Massively Multiplayer,genre_Nudity,genre_Photo Editing,genre_RPG,genre_Racing,genre_Sexual Content,genre_Simulation,genre_Software Training,genre_Sports,genre_Strategy,genre_Utilities,genre_Video Production,genre_Violent,genre_Web Publishing,meanPlayers2017,meanPlayers2018,meanPlayers2019,meanPlayers2020,first_available_price,last_available_price,lowest_price,highest_price
57,550650,game,Black Squad,2017-07-28,1.0,NS STUDIO,0,0,NS STUDIO,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7190,6673,3191,2899,0.0,0.0,0.0,0.0
58,427520,game,Factorio,2016-02-25,0.0,Wube Software LTD.,0,0,Wube Software LTD.,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8437,7315,7787,8913,30.0,30.0,30.0,30.0
59,49520,game,Borderlands 2,2012-09-19,0.0,Gearbox Software,Aspyr (Mac),Aspyr (Linux),2K,Aspyr (Mac),Aspyr (Linux),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7950,7295,12823,4584,19.99,4.99,4.99,19.99
60,291550,game,Brawlhalla,2017-10-17,1.0,Blue Mammoth Games,0,0,Ubisoft,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6403,6935,7877,14233,0.0,0.0,0.0,0.0
61,48700,game,Mount & Blade: Warband,2010-03-31,0.0,TaleWorlds Entertainment,0,0,TaleWorlds Entertainment,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7042,6736,6855,7033,19.99,19.99,4.99,19.99
62,374320,game,DARK SOULS III,2016-04-11,0.0,"FromSoftware, Inc.",0,0,"FromSoftware, Inc.",BANDAI NAMCO Entertainment,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10134,8777,7489,11568,59.99,59.99,9.99,59.99
63,431960,game,Wallpaper Engine,2018-11-16,0.0,Kristjan Skutta,0,0,Kristjan Skutta,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6938,7763,11465,25982,3.99,3.99,3.99,3.99
64,268500,game,XCOM 2,2016-02-04,0.0,Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux),2K,Feral Interactive (Mac),Feral Interactive (Linux),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5696,4888,4285,5087,59.99,59.99,14.99,59.99
65,311290,game,SpellForce 3,2017-12-07,0.0,Grimlore Games,THQ Nordic,0,THQ Nordic,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2100,244,251,205,49.99,49.99,16.49,49.99
66,240,game,Counter-Strike: Source,2004-11-01,0.0,Valve,0,0,Valve,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5284,4266,3677,4397,9.99,9.99,0.99,9.99
